estabelecimento_codigo_ibge_municipio,data_aplicacao,n,uf,n_7mean
2414209,2021-01-23,3,RN,
2414209,2021-01-24,4,RN,
2414209,2021-01-25,5,RN,
2414209,2021-01-27,1,RN,13.7142857142857
2414209,2021-01-28,52,RN,15.8571428571429
2414209,2021-01-29,9,RN,12.2857142857143
2414209,2021-02-01,2,RN,10.8571428571429
2414209,2021-02-03,8,RN,11.5714285714286
2414209,2021-02-04,11,RN,12.5714285714286
2414209,2021-02-05,1,RN,12
2414209,2021-02-09,2,RN,12.1428571428571
2414209,2021-02-10,17,RN,7.14285714285714
2414209,2021-02-11,34,RN,10.7142857142857
2414308,2021-01-20,21,RN,
2414308,2021-01-21,11,RN,
2414308,2021-01-22,4,RN,
2414308,2021-01-24,2,RN,
2414308,2021-01-25,6,RN,
2414308,2021-01-26,6,RN,
2414308,2021-01-27,2,RN,7.42857142857143
2414308,2021-02-10,1,RN,4.57142857142857
2414407,2021-01-03,1,RN,
2414407,2021-01-20,9,RN,
2414407,2021-01-21,58,RN,
2414407,2021-01-22,85,RN,
2414407,2021-01-25,40,RN,
2414407,2021-01-27,32,RN,
2414407,2021-01-28,32,RN,36.7142857142857
2414407,2021-01-29,29,RN,40.7142857142857
2414407,2021-02-01,30,RN,43.7142857142857
2414407,2021-02-02,38,RN,40.8571428571429
2414407,2021-02-03,32,RN,33.2857142857143
2414407,2021-02-04,39,RN,33.1428571428572
2414407,2021-02-05,45,RN,35
2414407,2021-02-07,2,RN,30.7142857142857
2414407,2021-02-08,16,RN,28.8571428571429
2414407,2021-02-09,7,RN,25.5714285714286
2414407,2021-02-11,10,RN,21.5714285714286
2414456,2021-01-20,52,RN,
2414456,2021-01-21,3,RN,
2414456,2021-01-22,2,RN,
2414456,2021-01-24,3,RN,
2414456,2021-01-25,2,RN,
2414456,2021-01-26,1,RN,
2414456,2021-01-27,2,RN,9.28571428571429
2414456,2021-01-28,5,RN,2.57142857142857
2414456,2021-01-29,8,RN,3.28571428571429
2414456,2021-02-01,10,RN,4.42857142857143
2414456,2021-02-10,10,RN,5.42857142857143
2414456,2021-02-11,24,RN,8.57142857142857
2414506,2021-01-20,1,RN,
2414506,2021-01-21,68,RN,
2414506,2021-01-22,31,RN,
2414506,2021-01-24,9,RN,
2414506,2021-01-25,4,RN,
2414506,2021-01-26,5,RN,
2414506,2021-01-28,20,RN,19.7142857142857
2414506,2021-01-29,39,RN,25.1428571428571
2414506,2021-02-01,30,RN,19.7142857142857
2414506,2021-02-02,41,RN,21.1428571428571
2414605,2021-01-19,1,RN,
2414605,2021-01-20,35,RN,
2414605,2021-01-21,36,RN,
2414605,2021-01-22,33,RN,
2414605,2021-01-24,7,RN,
2414605,2021-01-25,17,RN,
2414605,2021-01-26,6,RN,19.2857142857143
2414605,2021-01-27,19,RN,21.8571428571429
2414605,2021-01-28,6,RN,17.7142857142857
2414605,2021-01-29,9,RN,13.8571428571429
2414605,2021-02-01,9,RN,10.4285714285714
2414605,2021-02-03,18,RN,12
2414605,2021-02-04,20,RN,12.4285714285714
2414605,2021-02-05,34,RN,16.4285714285714
2414605,2021-02-06,1,RN,13.8571428571429
2414605,2021-02-08,4,RN,13.5714285714286
2414605,2021-02-09,5,RN,13
2414704,2021-01-21,27,RN,
2414704,2021-01-22,9,RN,
2414704,2021-01-27,6,RN,
2414704,2021-01-28,1,RN,
2414704,2021-01-29,3,RN,
2414704,2021-02-01,2,RN,
2414704,2021-02-02,3,RN,7.28571428571429
2414704,2021-02-04,4,RN,4
2414704,2021-02-08,1,RN,2.85714285714286
2414704,2021-02-09,2,RN,2.28571428571429
2414704,2021-02-11,1,RN,2.28571428571429
2414753,2021-01-20,11,RN,
2414753,2021-01-21,13,RN,
2414753,2021-01-22,8,RN,
2414753,2021-01-25,2,RN,
2414753,2021-01-27,1,RN,
2414753,2021-01-28,9,RN,
2414753,2021-01-29,1,RN,6.42857142857143
2414753,2021-01-30,15,RN,7
2414753,2021-01-31,1,RN,5.28571428571429
2414753,2021-02-01,9,RN,5.42857142857143
2414753,2021-02-02,8,RN,6.28571428571429
2414753,2021-02-03,3,RN,6.57142857142857
2414753,2021-02-09,9,RN,6.57142857142857
2414753,2021-02-11,7,RN,7.42857142857143
2414803,2021-01-20,61,RN,
2414803,2021-01-21,19,RN,
2414803,2021-01-22,16,RN,
2414803,2021-01-23,1,RN,
2414803,2021-01-25,3,RN,
2414803,2021-01-26,8,RN,
2414803,2021-01-27,80,RN,26.8571428571429
2414803,2021-01-28,13,RN,20
2414803,2021-01-29,9,RN,18.5714285714286
2414803,2021-01-30,1,RN,16.4285714285714
2414803,2021-02-01,11,RN,17.8571428571429
2414803,2021-02-02,2,RN,17.7142857142857
2414803,2021-02-03,1,RN,16.7142857142857
2414803,2021-02-04,10,RN,6.71428571428571
2414902,2021-01-20,50,RN,
2414902,2021-01-22,3,RN,
2414902,2021-01-26,3,RN,
2414902,2021-02-03,9,RN,
2500106,2021-01-19,1,PB,
2500106,2021-01-20,37,PB,
2500106,2021-01-21,1,PB,
2500106,2021-01-25,28,PB,
2500106,2021-01-26,7,PB,
2500106,2021-01-27,8,PB,
2500106,2021-01-28,20,PB,14.5714285714286
2500106,2021-01-29,10,PB,15.8571428571429
2500106,2021-02-01,1,PB,10.7142857142857
2500106,2021-02-02,31,PB,15
2500106,2021-02-03,10,PB,12.4285714285714
2500106,2021-02-05,21,PB,14.4285714285714
2500106,2021-02-09,33,PB,18
2500106,2021-02-10,15,PB,17.2857142857143
2500205,2021-01-20,19,PB,
2500205,2021-01-21,17,PB,
2500205,2021-01-23,2,PB,
2500205,2021-01-25,5,PB,
2500205,2021-01-26,39,PB,
2500205,2021-01-27,12,PB,
2500205,2021-01-28,30,PB,17.7142857142857
2500205,2021-01-29,11,PB,16.5714285714286
2500205,2021-02-09,22,PB,17.2857142857143
2500205,2021-02-10,20,PB,19.8571428571429
2500304,2021-01-19,11,PB,
2500304,2021-01-20,28,PB,
2500304,2021-01-21,17,PB,
2500304,2021-01-25,14,PB,
2500304,2021-01-26,42,PB,
2500304,2021-01-27,17,PB,
2500304,2021-01-28,10,PB,19.8571428571429
2500304,2021-01-29,11,PB,19.8571428571429
2500304,2021-02-01,21,PB,18.8571428571429
2500304,2021-02-03,40,PB,22.1428571428571
2500304,2021-02-04,28,PB,24.1428571428571
2500304,2021-02-05,11,PB,19.7142857142857
2500304,2021-02-09,23,PB,20.5714285714286
2500304,2021-02-10,11,PB,20.7142857142857
2500304,2021-02-11,11,PB,20.7142857142857
2500403,2021-01-19,12,PB,
2500403,2021-01-20,49,PB,
2500403,2021-01-21,6,PB,
2500403,2021-01-22,5,PB,
2500403,2021-01-23,1,PB,
2500403,2021-01-25,6,PB,
2500403,2021-01-26,59,PB,19.7142857142857
2500403,2021-01-27,10,PB,19.4285714285714
2500403,2021-01-28,20,PB,15.2857142857143
2500403,2021-02-02,10,PB,15.8571428571429
2500403,2021-02-03,20,PB,18
2500403,2021-02-04,10,PB,19.2857142857143
2500403,2021-02-05,10,PB,19.8571428571429
2500403,2021-02-10,8,PB,12.5714285714286
2500502,2021-01-19,2,PB,
2500502,2021-01-20,76,PB,
2500502,2021-01-21,3,PB,
2500502,2021-01-25,3,PB,
2500502,2021-01-26,62,PB,
2500502,2021-01-27,20,PB,
2500502,2021-02-02,10,PB,25.1428571428571
2500502,2021-02-04,29,PB,29
2500502,2021-02-08,1,PB,18.2857142857143
2500536,2021-01-19,6,PB,
2500536,2021-01-20,3,PB,
2500536,2021-01-22,11,PB,
2500536,2021-01-26,40,PB,
2500536,2021-01-29,10,PB,
2500536,2021-02-09,10,PB,
2500536,2021-02-10,7,PB,12.4285714285714
2500536,2021-02-11,15,PB,13.7142857142857
2500536,2021-02-12,6,PB,14.1428571428571
2500577,2021-01-20,5,PB,
2500577,2021-01-21,4,PB,
2500577,2021-01-25,2,PB,
2500577,2021-01-26,22,PB,
2500577,2021-02-03,10,PB,
2500577,2021-02-11,6,PB,
2500601,2021-01-21,23,PB,
2500601,2021-01-22,12,PB,
2500601,2021-01-23,9,PB,
2500601,2021-01-25,8,PB,
2500601,2021-01-26,10,PB,
2500601,2021-01-27,6,PB,
2500601,2021-01-28,8,PB,10.8571428571429
2500601,2021-02-01,14,PB,9.57142857142857
2500601,2021-02-02,4,PB,8.42857142857143
2500601,2021-02-03,11,PB,8.71428571428571
2500601,2021-02-04,32,PB,12.1428571428571
2500601,2021-02-08,20,PB,13.5714285714286
2500601,2021-02-09,10,PB,14.1428571428571
2500601,2021-02-10,27,PB,16.8571428571429
2500601,2021-02-11,11,PB,16.4285714285714
2500700,2021-01-21,110,PB,
2500700,2021-01-22,34,PB,
2500700,2021-01-25,25,PB,
2500700,2021-01-26,83,PB,
2500700,2021-01-27,23,PB,
2500700,2021-01-28,21,PB,
2500700,2021-01-29,54,PB,50
2500700,2021-02-02,21,PB,37.2857142857143
2500700,2021-02-03,10,PB,33.8571428571429
2500700,2021-02-09,2,PB,30.5714285714286
2500700,2021-02-10,6,PB,19.5714285714286
2500734,2021-01-19,14,PB,
2500734,2021-01-20,4,PB,
2500734,2021-01-21,1,PB,
2500734,2021-01-22,1,PB,
2500734,2021-01-25,1,PB,
2500734,2021-01-26,10,PB,
2500734,2021-01-27,10,PB,5.85714285714286
2500734,2021-01-28,1,PB,4
2500734,2021-02-02,10,PB,4.85714285714286
2500734,2021-02-03,1,PB,4.85714285714286
2500734,2021-02-09,19,PB,7.42857142857143
2500734,2021-02-11,16,PB,9.57142857142857
2500734,2021-02-12,1,PB,8.28571428571429
2500775,2021-01-20,6,PB,
2500775,2021-01-21,18,PB,
2500775,2021-01-22,20,PB,
2500775,2021-01-25,3,PB,
2500775,2021-01-26,21,PB,
2500775,2021-01-27,19,PB,
2500775,2021-01-28,20,PB,15.2857142857143
2500775,2021-02-10,1,PB,14.5714285714286
2500809,2021-01-21,26,PB,
2500809,2021-01-22,7,PB,
2500809,2021-01-25,15,PB,
2500809,2021-01-26,6,PB,
2500809,2021-01-27,15,PB,
2500809,2021-01-28,63,PB,
2500809,2021-01-29,6,PB,19.7142857142857
2500809,2021-02-01,3,PB,16.4285714285714
2500809,2021-02-02,32,PB,20
2500809,2021-02-04,1,PB,18
2500809,2021-02-08,8,PB,18.2857142857143
2500809,2021-02-09,4,PB,16.7142857142857
2500908,2021-01-20,1,PB,
2500908,2021-01-21,22,PB,
2500908,2021-01-22,3,PB,
2500908,2021-01-25,5,PB,
2500908,2021-01-26,9,PB,
2500908,2021-01-27,11,PB,
2500908,2021-01-28,13,PB,9.14285714285714
2500908,2021-01-29,24,PB,12.4285714285714
2500908,2021-02-01,1,PB,9.42857142857143
2500908,2021-02-03,7,PB,10
2500908,2021-02-04,11,PB,10.8571428571429
2500908,2021-02-05,4,PB,10.1428571428571
2500908,2021-02-10,18,PB,11.1428571428571
2500908,2021-02-11,29,PB,13.4285714285714
2501005,2021-01-20,12,PB,
2501005,2021-01-21,48,PB,
2501005,2021-01-22,22,PB,
2501005,2021-01-25,10,PB,
2501005,2021-01-26,47,PB,
2501005,2021-01-27,30,PB,
2501005,2021-01-28,24,PB,27.5714285714286
2501005,2021-01-29,21,PB,28.8571428571429
2501005,2021-02-01,29,PB,26.1428571428571
2501005,2021-02-02,11,PB,24.5714285714286
2501005,2021-02-03,2,PB,23.4285714285714
2501005,2021-02-04,11,PB,18.2857142857143
2501005,2021-02-05,4,PB,14.5714285714286
2501005,2021-02-08,1,PB,11.2857142857143
2501005,2021-02-09,28,PB,12.2857142857143
2501104,2021-01-20,49,PB,
2501104,2021-01-21,17,PB,
2501104,2021-01-22,11,PB,
2501104,2021-01-25,45,PB,
2501104,2021-01-26,8,PB,
2501104,2021-01-27,48,PB,
2501104,2021-01-28,41,PB,31.2857142857143
2501104,2021-02-01,40,PB,30
2501104,2021-02-02,10,PB,29
2501104,2021-02-03,18,PB,30
2501104,2021-02-04,19,PB,26.2857142857143
2501104,2021-02-05,19,PB,27.8571428571429
2501153,2021-01-20,25,PB,
2501153,2021-01-26,10,PB,
2501153,2021-01-28,9,PB,
2501153,2021-02-02,10,PB,
2501153,2021-02-10,9,PB,
2501203,2021-01-21,44,PB,
2501203,2021-01-26,11,PB,
2501203,2021-01-27,29,PB,
2501203,2021-01-28,20,PB,
2501203,2021-02-09,49,PB,
2501203,2021-02-10,13,PB,
2501302,2021-01-20,51,PB,
2501302,2021-01-21,8,PB,
2501302,2021-01-22,6,PB,
2501302,2021-01-25,22,PB,
2501302,2021-01-26,4,PB,
2501302,2021-01-27,24,PB,
2501302,2021-01-28,20,PB,19.2857142857143
2501302,2021-01-29,23,PB,15.2857142857143
2501302,2021-02-01,22,PB,17.2857142857143
2501302,2021-02-02,2,PB,16.7142857142857
2501302,2021-02-03,30,PB,17.8571428571429
2501302,2021-02-04,7,PB,18.2857142857143
2501302,2021-02-09,13,PB,16.7142857142857
2501302,2021-02-10,30,PB,18.1428571428571
2501302,2021-02-11,18,PB,17.4285714285714
2501302,2021-02-12,10,PB,15.7142857142857
2501351,2021-01-20,2,PB,
2501351,2021-01-21,22,PB,
2501351,2021-01-27,20,PB,
2501351,2021-01-29,10,PB,
2501351,2021-02-10,9,PB,
2501351,2021-02-11,2,PB,
2501401,2021-01-20,12,PB,
2501401,2021-01-21,46,PB,
2501401,2021-01-22,37,PB,
2501401,2021-01-25,89,PB,
2501401,2021-01-26,112,PB,
2501401,2021-01-27,232,PB,
2501401,2021-01-28,284,PB,116
2501401,2021-01-29,283,PB,154.714285714286
2501401,2021-02-01,401,PB,205.428571428571
2501401,2021-02-02,338,PB,248.428571428571
2501401,2021-02-03,289,PB,277
2501401,2021-02-04,86,PB,273.285714285714
2501401,2021-02-05,233,PB,273.428571428571
2501401,2021-02-08,54,PB,240.571428571429
2501401,2021-02-09,48,PB,207
2501401,2021-02-10,56,PB,157.714285714286
2501401,2021-02-11,38,PB,114.857142857143
2501500,2021-01-19,2,PB,
2501500,2021-01-21,13,PB,
2501500,2021-01-23,5,PB,
2501500,2021-01-25,4,PB,
2501500,2021-01-26,49,PB,
2501500,2021-01-27,48,PB,
2501500,2021-01-28,22,PB,20.4285714285714
2501500,2021-01-29,13,PB,22
2501500,2021-02-01,8,PB,21.2857142857143
2501500,2021-02-02,6,PB,21.4285714285714
2501500,2021-02-03,5,PB,21.5714285714286
2501500,2021-02-05,10,PB,16
2501500,2021-02-08,19,PB,11.8571428571429
2501500,2021-02-09,10,PB,10.1428571428571
2501500,2021-02-10,5,PB,9
2501500,2021-02-11,25,PB,11.4285714285714
2501500,2021-02-12,2,PB,10.8571428571429
2501534,2021-01-19,33,PB,
2501534,2021-01-20,5,PB,
2501534,2021-01-21,1,PB,
2501534,2021-01-26,32,PB,
2501534,2021-02-02,11,PB,
2501575,2021-01-20,45,PB,
2501575,2021-01-21,13,PB,
2501575,2021-01-22,2,PB,
2501575,2021-01-26,4,PB,
2501575,2021-01-28,30,PB,
2501575,2021-01-29,8,PB,
2501575,2021-02-01,24,PB,18
2501575,2021-02-02,1,PB,11.7142857142857
2501575,2021-02-03,20,PB,12.7142857142857
2501575,2021-02-04,1,PB,12.5714285714286
2501575,2021-02-05,9,PB,13.2857142857143
2501575,2021-02-09,10,PB,10.4285714285714
2501575,2021-02-10,33,PB,14
2501575,2021-02-11,13,PB,12.4285714285714
2501609,2021-01-20,82,PB,
2501609,2021-01-21,3,PB,
2501609,2021-01-26,39,PB,
2501609,2021-01-27,31,PB,
2501609,2021-01-28,8,PB,
2501609,2021-01-29,13,PB,
2501609,2021-02-01,9,PB,26.4285714285714
2501609,2021-02-03,9,PB,16
2501609,2021-02-09,74,PB,26.1428571428571
2501609,2021-02-10,4,PB,21.1428571428571
2501609,2021-02-11,2,PB,17
2501708,2021-01-20,32,PB,
2501708,2021-01-26,30,PB,
2501708,2021-01-27,1,PB,
2501708,2021-01-28,11,PB,
2501708,2021-01-29,1,PB,
2501708,2021-02-05,1,PB,
2501708,2021-02-10,24,PB,14.2857142857143
2501807,2021-01-19,19,PB,
2501807,2021-01-20,22,PB,
2501807,2021-01-21,120,PB,
2501807,2021-01-22,42,PB,
2501807,2021-01-24,1,PB,
2501807,2021-01-25,113,PB,
2501807,2021-01-26,159,PB,68
2501807,2021-01-27,103,PB,80
2501807,2021-02-01,30,PB,81.1428571428571
2501807,2021-02-02,77,PB,75
2501807,2021-02-05,38,PB,74.4285714285714
2501807,2021-02-08,58,PB,82.5714285714286
2501807,2021-02-09,38,PB,71.8571428571429
2501807,2021-02-10,49,PB,56.1428571428572
2501807,2021-02-11,2,PB,41.7142857142857
2501906,2021-01-19,1,PB,
2501906,2021-01-20,135,PB,
2501906,2021-01-21,1,PB,
2501906,2021-01-25,6,PB,
2501906,2021-01-26,3,PB,
2501906,2021-01-27,1,PB,
2501906,2021-01-28,69,PB,30.8571428571429
2501906,2021-02-01,39,PB,36.2857142857143
2501906,2021-02-02,2,PB,17.2857142857143
2501906,2021-02-03,30,PB,21.4285714285714
2501906,2021-02-04,10,PB,22
2501906,2021-02-05,7,PB,22.5714285714286
2501906,2021-02-09,10,PB,23.8571428571429
2501906,2021-02-10,119,PB,31
2501906,2021-02-11,19,PB,28.1428571428571
2502003,2021-01-20,8,PB,
2502003,2021-01-21,18,PB,
2502003,2021-01-25,1,PB,
2502003,2021-01-26,28,PB,
2502003,2021-01-27,20,PB,
2502003,2021-01-28,8,PB,
2502003,2021-02-02,8,PB,13
2502003,2021-02-03,11,PB,13.4285714285714
2502003,2021-02-04,1,PB,11
2502003,2021-02-05,11,PB,12.4285714285714
2502003,2021-02-08,1,PB,8.57142857142857
2502003,2021-02-09,10,PB,7.14285714285714
2502052,2021-01-19,12,PB,
2502052,2021-01-20,10,PB,
2502052,2021-01-21,3,PB,
2502052,2021-01-22,1,PB,
2502052,2021-01-26,24,PB,
2502052,2021-02-01,11,PB,
2502052,2021-02-02,11,PB,10.2857142857143
2502052,2021-02-09,15,PB,10.7142857142857
2502052,2021-02-10,13,PB,11.1428571428571
2502052,2021-02-11,4,PB,11.2857142857143
2502102,2021-01-19,11,PB,
2502102,2021-01-20,26,PB,
2502102,2021-01-21,1,PB,
2502102,2021-01-26,34,PB,
2502102,2021-01-28,10,PB,
2502102,2021-02-08,13,PB,
2502102,2021-02-09,22,PB,16.7142857142857
2502102,2021-02-10,26,PB,18.8571428571429
2502102,2021-02-11,7,PB,16.1428571428571
2502151,2021-01-20,34,PB,
2502151,2021-01-21,6,PB,
2502151,2021-01-22,4,PB,
2502151,2021-01-26,40,PB,
2502151,2021-01-28,20,PB,
2502151,2021-02-09,40,PB,
2502151,2021-02-10,10,PB,22
2502151,2021-02-11,14,PB,19.1428571428571
2502201,2021-01-19,7,PB,
2502201,2021-01-20,15,PB,
2502201,2021-01-21,6,PB,
2502201,2021-01-22,1,PB,
2502201,2021-01-25,1,PB,
2502201,2021-01-27,9,PB,
2502201,2021-02-01,11,PB,7.14285714285714
2502201,2021-02-02,3,PB,6.57142857142857
2502201,2021-02-09,10,PB,5.85714285714286
2502300,2021-01-20,34,PB,
2502300,2021-01-21,10,PB,
2502300,2021-01-25,3,PB,
2502300,2021-01-26,1,PB,
2502300,2021-01-27,50,PB,
2502300,2021-01-28,22,PB,
2502300,2021-02-09,27,PB,21
2502300,2021-02-12,2,PB,16.4285714285714
2502409,2021-01-19,1,PB,
2502409,2021-01-20,42,PB,
2502409,2021-01-21,16,PB,
2502409,2021-01-22,14,PB,
2502409,2021-01-25,2,PB,
2502409,2021-01-26,43,PB,
2502409,2021-02-01,10,PB,18.2857142857143
2502409,2021-02-04,20,PB,21
2502409,2021-02-09,13,PB,16.8571428571429
2502409,2021-02-10,6,PB,15.4285714285714
2502508,2021-01-20,74,PB,
2502508,2021-01-21,27,PB,
2502508,2021-01-22,36,PB,
2502508,2021-01-25,16,PB,
2502508,2021-01-26,62,PB,
2502508,2021-01-27,70,PB,
2502508,2021-01-28,11,PB,42.2857142857143
2502508,2021-01-29,10,PB,33.1428571428572
2502508,2021-02-01,20,PB,32.1428571428572
2502508,2021-02-09,19,PB,29.7142857142857
2502508,2021-02-10,10,PB,28.8571428571429
2502508,2021-02-11,2,PB,20.2857142857143
2502607,2021-01-20,38,PB,
2502607,2021-01-25,1,PB,
2502607,2021-01-26,2,PB,
2502607,2021-01-27,30,PB,
2502607,2021-02-03,10,PB,
2502607,2021-02-04,9,PB,
2502607,2021-02-11,12,PB,14.5714285714286
2502706,2021-01-19,16,PB,
2502706,2021-01-21,4,PB,
2502706,2021-01-22,1,PB,
2502706,2021-01-25,1,PB,
2502706,2021-01-26,20,PB,
2502706,2021-01-27,3,PB,
2502706,2021-02-01,12,PB,8.14285714285714
2502706,2021-02-02,1,PB,6
2502706,2021-02-10,17,PB,7.85714285714286
2502706,2021-02-11,20,PB,10.5714285714286
2502805,2021-01-20,38,PB,
2502805,2021-01-21,41,PB,
2502805,2021-01-22,12,PB,
2502805,2021-01-26,47,PB,
2502805,2021-01-27,21,PB,
2502805,2021-01-29,13,PB,
2502805,2021-02-01,41,PB,30.4285714285714
2502805,2021-02-08,36,PB,30.1428571428571
2502805,2021-02-10,26,PB,28
2502904,2021-01-20,55,PB,
2502904,2021-01-21,5,PB,
2502904,2021-01-22,1,PB,
2502904,2021-01-25,21,PB,
2502904,2021-01-26,37,PB,
2502904,2021-01-27,15,PB,
2502904,2021-01-28,7,PB,20.1428571428571
2502904,2021-02-09,30,PB,16.5714285714286
2502904,2021-02-10,20,PB,18.7142857142857
2503001,2021-01-22,43,PB,
2503001,2021-01-23,17,PB,
2503001,2021-01-24,5,PB,
2503001,2021-01-25,8,PB,
2503001,2021-01-26,1,PB,
2503001,2021-01-28,83,PB,
2503001,2021-01-29,1,PB,22.5714285714286
2503001,2021-02-01,3,PB,16.8571428571429
2503001,2021-02-02,25,PB,18
2503001,2021-02-03,31,PB,21.7142857142857
2503001,2021-02-08,10,PB,22
2503001,2021-02-09,18,PB,24.4285714285714
2503001,2021-02-11,19,PB,15.2857142857143
2503100,2021-01-19,4,PB,
2503100,2021-01-20,50,PB,
2503100,2021-01-22,7,PB,
2503100,2021-01-27,45,PB,
2503100,2021-01-28,21,PB,
2503100,2021-02-09,26,PB,
2503100,2021-02-10,11,PB,23.4285714285714
2503100,2021-02-11,4,PB,23.4285714285714
2503209,2021-01-19,10,PB,
2503209,2021-01-20,251,PB,
2503209,2021-01-21,34,PB,
2503209,2021-01-22,60,PB,
2503209,2021-01-25,72,PB,
2503209,2021-01-26,51,PB,
2503209,2021-01-27,37,PB,73.5714285714286
2503209,2021-01-28,65,PB,81.4285714285714
2503209,2021-01-29,65,PB,54.8571428571429
2503209,2021-02-01,50,PB,57.1428571428572
2503209,2021-02-02,65,PB,57.8571428571429
2503209,2021-02-03,63,PB,56.5714285714286
2503209,2021-02-04,85,PB,61.4285714285714
2503209,2021-02-05,80,PB,67.5714285714286
2503209,2021-02-09,3,PB,58.7142857142857
2503209,2021-02-10,72,PB,59.7142857142857
2503209,2021-02-11,99,PB,66.7142857142857
2503209,2021-02-12,31,PB,61.8571428571429
2503308,2021-01-20,39,PB,
2503308,2021-01-21,22,PB,
2503308,2021-01-22,9,PB,
2503308,2021-01-25,5,PB,
2503308,2021-01-26,35,PB,
2503308,2021-01-27,20,PB,
2503308,2021-01-28,5,PB,19.2857142857143
2503308,2021-02-01,9,PB,15
2503407,2021-01-19,1,PB,
2503407,2021-01-20,3,PB,
2503407,2021-01-21,8,PB,
2503407,2021-01-25,11,PB,
2503407,2021-01-26,22,PB,
2503407,2021-01-27,10,PB,
2503407,2021-01-28,24,PB,11.2857142857143
2503407,2021-01-29,10,PB,12.5714285714286
2503407,2021-02-01,13,PB,14
2503407,2021-02-09,20,PB,15.7142857142857
2503407,2021-02-10,9,PB,15.4285714285714
2503506,2021-01-19,2,PB,
2503506,2021-01-20,11,PB,
2503506,2021-01-21,1,PB,
2503506,2021-01-22,13,PB,
2503506,2021-01-26,65,PB,
2503506,2021-01-27,48,PB,
2503506,2021-01-28,23,PB,23.2857142857143
2503506,2021-02-01,4,PB,23.5714285714286
2503506,2021-02-02,10,PB,23.4285714285714
2503506,2021-02-04,26,PB,27
2503506,2021-02-10,6,PB,26
2503555,2021-01-20,39,PB,
2503555,2021-01-21,4,PB,
2503555,2021-01-25,2,PB,
2503555,2021-01-26,42,PB,
2503555,2021-01-27,1,PB,
2503555,2021-02-01,11,PB,
2503555,2021-02-09,10,PB,15.5714285714286
2503605,2021-01-20,18,PB,
2503605,2021-01-22,1,PB,
2503605,2021-01-25,5,PB,
2503605,2021-01-26,4,PB,
2503605,2021-01-27,15,PB,
2503605,2021-01-28,7,PB,
2503605,2021-01-29,1,PB,7.28571428571429
2503605,2021-02-02,10,PB,6.14285714285714
2503605,2021-02-03,14,PB,8
2503605,2021-02-09,10,PB,8.71428571428571
2503605,2021-02-10,8,PB,9.28571428571429
2503704,2021-01-20,132,PB,
2503704,2021-01-21,155,PB,
2503704,2021-01-22,63,PB,
2503704,2021-01-25,84,PB,
2503704,2021-01-26,259,PB,
2503704,2021-01-27,230,PB,
2503704,2021-01-28,212,PB,162.142857142857
2503704,2021-01-29,206,PB,172.714285714286
2503704,2021-02-01,111,PB,166.428571428571
2503704,2021-02-02,107,PB,172.714285714286
2503704,2021-02-04,56,PB,168.714285714286
2503704,2021-02-09,156,PB,154
2503704,2021-02-10,102,PB,135.714285714286
2503704,2021-02-11,25,PB,109
2503753,2021-01-20,20,PB,
2503753,2021-01-22,3,PB,
2503753,2021-01-26,8,PB,
2503753,2021-01-27,12,PB,
2503753,2021-01-29,10,PB,
2503803,2021-01-19,47,PB,
2503803,2021-01-26,20,PB,
2503803,2021-01-27,21,PB,
2503803,2021-01-28,5,PB,
2503803,2021-01-29,1,PB,
2503803,2021-02-03,9,PB,
2503803,2021-02-04,11,PB,16.2857142857143
2503803,2021-02-09,18,PB,12.1428571428571
2503803,2021-02-10,25,PB,12.8571428571429
2503803,2021-02-11,18,PB,12.4285714285714
2503902,2021-01-20,28,PB,
2503902,2021-01-21,8,PB,
2503902,2021-01-25,1,PB,
2503902,2021-01-26,2,PB,
2503902,2021-01-27,19,PB,
2503902,2021-01-28,22,PB,
2503902,2021-02-02,20,PB,14.2857142857143
2503902,2021-02-09,14,PB,12.2857142857143
2503902,2021-02-10,10,PB,12.5714285714286
2504009,2021-01-18,1,PB,
2504009,2021-01-19,801,PB,
2504009,2021-01-20,221,PB,
2504009,2021-01-21,146,PB,
2504009,2021-01-22,346,PB,
2504009,2021-01-23,197,PB,
2504009,2021-01-25,411,PB,303.285714285714
2504009,2021-01-26,357,PB,354.142857142857
2504009,2021-01-27,157,PB,262.142857142857
2504009,2021-01-28,414,PB,289.714285714286
2504009,2021-01-29,190,PB,296
2504009,2021-01-30,407,PB,304.714285714286
2504009,2021-02-01,917,PB,407.571428571429
2504009,2021-02-02,265,PB,386.714285714286
2504009,2021-02-03,290,PB,377.142857142857
2504009,2021-02-04,548,PB,433
2504009,2021-02-05,173,PB,398.571428571429
2504009,2021-02-08,38,PB,376.857142857143
2504009,2021-02-09,59,PB,327.142857142857
2504009,2021-02-10,292,PB,237.857142857143
2504009,2021-02-11,82,PB,211.714285714286
2504033,2021-01-22,31,PB,
2504033,2021-01-26,32,PB,
2504033,2021-02-01,10,PB,
2504033,2021-02-11,13,PB,
2504074,2021-01-20,17,PB,
2504074,2021-01-21,1,PB,
2504074,2021-01-27,3,PB,
2504074,2021-01-28,13,PB,
2504074,2021-02-01,11,PB,
2504074,2021-02-03,10,PB,
2504074,2021-02-05,10,PB,9.28571428571429
2504074,2021-02-11,12,PB,8.57142857142857
2504108,2021-01-19,19,PB,
2504108,2021-01-25,20,PB,
2504108,2021-01-27,10,PB,
2504108,2021-02-08,33,PB,
