estabelecimento_codigo_ibge_municipio,data_aplicacao,n,uf,n_7mean
1100015,2021-01-20,16,RO,
1100015,2021-01-22,59,RO,
1100015,2021-01-23,29,RO,
1100015,2021-01-24,45,RO,
1100015,2021-01-25,1,RO,
1100015,2021-01-26,17,RO,
1100015,2021-01-27,43,RO,30
1100015,2021-01-28,35,RO,32.7142857142857
1100015,2021-01-29,18,RO,26.8571428571429
1100015,2021-02-01,22,RO,25.8571428571429
1100015,2021-02-02,4,RO,20
1100015,2021-02-03,17,RO,22.2857142857143
1100015,2021-02-04,33,RO,24.5714285714286
1100015,2021-02-05,56,RO,26.4285714285714
1100015,2021-02-06,29,RO,25.5714285714286
1100015,2021-02-08,15,RO,25.1428571428571
1100015,2021-02-09,11,RO,23.5714285714286
1100015,2021-02-10,12,RO,24.7142857142857
1100023,2021-01-21,135,RO,
1100023,2021-01-22,157,RO,
1100023,2021-01-23,47,RO,
1100023,2021-01-24,36,RO,
1100023,2021-01-25,79,RO,
1100023,2021-01-26,52,RO,
1100023,2021-01-27,112,RO,88.2857142857143
1100023,2021-01-28,55,RO,76.8571428571429
1100023,2021-01-29,13,RO,56.2857142857143
1100023,2021-01-30,3,RO,50
1100023,2021-01-31,37,RO,50.1428571428572
1100023,2021-02-01,65,RO,48.1428571428572
1100023,2021-02-02,21,RO,43.7142857142857
1100023,2021-02-03,56,RO,35.7142857142857
1100023,2021-02-04,20,RO,30.7142857142857
1100023,2021-02-05,17,RO,31.2857142857143
1100023,2021-02-08,16,RO,33.1428571428572
1100023,2021-02-09,62,RO,36.7142857142857
1100023,2021-02-10,129,RO,45.8571428571429
1100023,2021-02-11,101,RO,57.2857142857143
1100023,2021-02-12,12,RO,51
1100031,2021-01-21,25,RO,
1100031,2021-01-22,5,RO,
1100031,2021-01-25,7,RO,
1100031,2021-01-26,9,RO,
1100031,2021-01-28,12,RO,
1100031,2021-01-29,1,RO,
1100031,2021-02-01,1,RO,8.57142857142857
1100031,2021-02-02,10,RO,6.42857142857143
1100049,2021-01-19,25,RO,
1100049,2021-01-20,244,RO,
1100049,2021-01-21,439,RO,
1100049,2021-01-22,157,RO,
1100049,2021-01-23,8,RO,
1100049,2021-01-25,15,RO,
1100049,2021-01-26,51,RO,134.142857142857
1100049,2021-01-27,133,RO,149.571428571429
1100049,2021-01-28,90,RO,127.571428571429
1100049,2021-01-29,406,RO,122.857142857143
1100049,2021-01-30,72,RO,110.714285714286
1100049,2021-01-31,11,RO,111.142857142857
1100049,2021-02-01,334,RO,156.714285714286
1100049,2021-02-02,230,RO,182.285714285714
1100049,2021-02-03,49,RO,170.285714285714
1100049,2021-02-04,168,RO,181.428571428571
1100049,2021-02-05,103,RO,138.142857142857
1100049,2021-02-06,1,RO,128
1100049,2021-02-07,2,RO,126.714285714286
1100049,2021-02-08,17,RO,81.4285714285714
1100049,2021-02-09,14,RO,50.5714285714286
1100049,2021-02-10,75,RO,54.2857142857143
1100056,2021-01-21,100,RO,
1100056,2021-01-22,2,RO,
1100056,2021-01-25,5,RO,
1100056,2021-01-26,1,RO,
1100056,2021-01-27,1,RO,
1100056,2021-01-29,43,RO,
1100056,2021-02-01,9,RO,23
1100056,2021-02-02,3,RO,9.14285714285714
1100056,2021-02-03,3,RO,9.28571428571429
1100056,2021-02-04,14,RO,10.5714285714286
1100056,2021-02-05,8,RO,11.5714285714286
1100056,2021-02-08,17,RO,13.8571428571429
1100056,2021-02-09,19,RO,10.4285714285714
1100056,2021-02-11,2,RO,9.42857142857143
1100056,2021-02-12,14,RO,11
1100072,2021-01-21,16,RO,
1100072,2021-01-22,3,RO,
1100072,2021-01-23,3,RO,
1100072,2021-01-24,1,RO,
1100072,2021-01-25,2,RO,
1100072,2021-01-26,3,RO,
1100072,2021-01-27,3,RO,4.42857142857143
1100072,2021-01-28,3,RO,2.57142857142857
1100072,2021-02-01,24,RO,5.57142857142857
1100072,2021-02-02,12,RO,6.85714285714286
1100080,2021-01-22,26,RO,
1100080,2021-01-23,2,RO,
1100080,2021-01-25,9,RO,
1100080,2021-01-27,10,RO,
1100080,2021-02-03,2,RO,
1100080,2021-02-05,6,RO,
1100080,2021-02-08,4,RO,8.42857142857143
1100080,2021-02-09,2,RO,5
1100080,2021-02-10,4,RO,5.28571428571429
1100080,2021-02-11,33,RO,8.71428571428571
1100098,2021-01-20,42,RO,
1100098,2021-01-21,20,RO,
1100098,2021-01-22,6,RO,
1100098,2021-01-23,4,RO,
1100098,2021-01-25,41,RO,
1100098,2021-01-27,3,RO,
1100098,2021-01-28,4,RO,17.1428571428571
1100098,2021-01-29,6,RO,12
1100098,2021-02-01,5,RO,9.85714285714286
1100098,2021-02-02,1,RO,9.14285714285714
1100098,2021-02-03,19,RO,11.2857142857143
1100098,2021-02-04,29,RO,9.57142857142857
1100098,2021-02-05,18,RO,11.7142857142857
1100098,2021-02-06,49,RO,18.1428571428571
1100098,2021-02-07,2,RO,17.5714285714286
1100098,2021-02-08,9,RO,18.1428571428571
1100098,2021-02-09,13,RO,19.8571428571429
1100098,2021-02-10,7,RO,18.1428571428571
1100098,2021-02-11,4,RO,14.5714285714286
1100106,2021-01-19,36,RO,
1100106,2021-01-20,118,RO,
1100106,2021-01-21,77,RO,
1100106,2021-01-22,143,RO,
1100106,2021-01-23,190,RO,
1100106,2021-01-24,131,RO,
1100106,2021-01-25,121,RO,116.571428571429
1100106,2021-01-26,37,RO,116.714285714286
1100106,2021-01-27,24,RO,103.285714285714
1100106,2021-01-28,44,RO,98.5714285714286
1100106,2021-01-29,5,RO,78.8571428571429
1100106,2021-01-30,45,RO,58.1428571428572
1100106,2021-01-31,54,RO,47.1428571428571
1100106,2021-02-01,62,RO,38.7142857142857
1100106,2021-02-02,91,RO,46.4285714285714
1100106,2021-02-03,27,RO,46.8571428571429
1100106,2021-02-04,2,RO,40.8571428571429
1100106,2021-02-08,110,RO,55.8571428571429
1100106,2021-02-09,46,RO,56
1100114,2021-01-20,34,RO,
1100114,2021-01-21,119,RO,
1100114,2021-01-22,42,RO,
1100114,2021-01-25,23,RO,
1100114,2021-01-26,27,RO,
1100114,2021-01-28,3,RO,
1100114,2021-01-30,1,RO,35.5714285714286
1100114,2021-01-31,4,RO,31.2857142857143
1100114,2021-02-01,1,RO,14.4285714285714
1100114,2021-02-02,2,RO,8.71428571428571
1100114,2021-02-03,7,RO,6.42857142857143
1100114,2021-02-04,31,RO,7
1100114,2021-02-05,11,RO,8.14285714285714
1100114,2021-02-08,4,RO,8.57142857142857
1100122,2021-01-21,192,RO,
1100122,2021-01-22,184,RO,
1100122,2021-01-23,158,RO,
1100122,2021-01-24,21,RO,
1100122,2021-01-25,73,RO,
1100122,2021-01-26,94,RO,
1100122,2021-01-27,93,RO,116.428571428571
1100122,2021-01-28,29,RO,93.1428571428571
1100122,2021-01-29,144,RO,87.4285714285714
1100122,2021-02-01,95,RO,78.4285714285714
1100122,2021-02-03,11,RO,77
1100122,2021-02-04,448,RO,130.571428571429
1100130,2021-01-21,62,RO,
1100130,2021-01-22,28,RO,
1100130,2021-01-23,38,RO,
1100130,2021-01-25,26,RO,
1100130,2021-01-27,3,RO,
1100130,2021-01-28,14,RO,
1100130,2021-01-29,2,RO,24.7142857142857
1100130,2021-02-01,1,RO,16
1100130,2021-02-04,9,RO,13.2857142857143
1100130,2021-02-10,2,RO,8.14285714285714
1100130,2021-02-11,24,RO,7.85714285714286
1100130,2021-02-12,9,RO,8.71428571428571
1100148,2021-01-21,37,RO,
1100148,2021-01-22,12,RO,
1100148,2021-01-23,5,RO,
1100148,2021-01-25,2,RO,
1100148,2021-01-29,1,RO,
1100148,2021-02-09,1,RO,
1100155,2021-01-22,202,RO,
1100155,2021-01-25,37,RO,
1100155,2021-01-26,6,RO,
1100155,2021-01-28,6,RO,
1100155,2021-02-01,62,RO,
1100155,2021-02-02,55,RO,
1100155,2021-02-03,45,RO,59
1100155,2021-02-04,18,RO,32.7142857142857
1100155,2021-02-05,6,RO,28.2857142857143
1100155,2021-02-11,92,RO,40.5714285714286
1100189,2021-01-20,117,RO,
1100189,2021-01-21,39,RO,
1100189,2021-01-22,31,RO,
1100189,2021-01-23,12,RO,
1100189,2021-01-24,4,RO,
1100189,2021-01-25,1,RO,
1100189,2021-01-26,37,RO,34.4285714285714
1100189,2021-01-27,32,RO,22.2857142857143
1100189,2021-01-28,9,RO,18
1100189,2021-01-29,3,RO,14
1100189,2021-02-01,21,RO,15.2857142857143
1100189,2021-02-02,2,RO,15
1100189,2021-02-04,55,RO,22.7142857142857
1100189,2021-02-05,16,RO,19.7142857142857
1100189,2021-02-08,45,RO,21.5714285714286
1100189,2021-02-09,56,RO,28.2857142857143
1100189,2021-02-10,29,RO,32
1100189,2021-02-11,30,RO,33.2857142857143
1100189,2021-02-12,10,RO,34.4285714285714
1100205,2021-01-17,1,RO,
1100205,2021-01-19,98,RO,
1100205,2021-01-20,353,RO,
1100205,2021-01-21,761,RO,
1100205,2021-01-22,237,RO,
1100205,2021-01-23,38,RO,
1100205,2021-01-24,69,RO,222.428571428571
1100205,2021-01-25,233,RO,255.571428571429
1100205,2021-01-26,688,RO,339.857142857143
1100205,2021-01-27,665,RO,384.428571428572
1100205,2021-01-28,963,RO,413.285714285714
1100205,2021-01-29,505,RO,451.571428571429
1100205,2021-01-30,949,RO,581.714285714286
1100205,2021-01-31,12,RO,573.571428571429
1100205,2021-02-01,23,RO,543.571428571429
1100205,2021-02-02,916,RO,576.142857142857
1100205,2021-02-03,1653,RO,717.285714285714
1100205,2021-02-04,1689,RO,821
1100205,2021-02-05,1619,RO,980.142857142857
1100205,2021-02-06,100,RO,858.857142857143
1100205,2021-02-08,7,RO,858.142857142857
1100205,2021-02-09,3,RO,855.285714285714
1100205,2021-02-11,6,RO,725.285714285714
1100254,2021-01-20,29,RO,
1100254,2021-01-21,42,RO,
1100254,2021-01-22,21,RO,
1100254,2021-01-25,15,RO,
1100254,2021-01-26,11,RO,
1100254,2021-01-27,23,RO,
1100254,2021-01-28,6,RO,21
1100254,2021-01-29,4,RO,17.4285714285714
1100254,2021-02-01,15,RO,13.5714285714286
1100254,2021-02-03,14,RO,12.5714285714286
1100254,2021-02-04,4,RO,11
1100254,2021-02-05,21,RO,12.4285714285714
1100254,2021-02-08,23,RO,12.4285714285714
1100254,2021-02-09,20,RO,14.4285714285714
1100254,2021-02-10,19,RO,16.5714285714286
1100254,2021-02-11,21,RO,17.4285714285714
1100262,2021-01-21,1,RO,
1100262,2021-01-22,4,RO,
1100262,2021-01-23,2,RO,
1100262,2021-01-25,5,RO,
1100262,2021-01-26,2,RO,
1100262,2021-01-27,1,RO,
1100262,2021-01-28,11,RO,3.71428571428571
1100262,2021-02-01,13,RO,5.42857142857143
1100262,2021-02-02,1,RO,5
1100262,2021-02-03,1,RO,4.85714285714286
1100262,2021-02-04,1,RO,4.28571428571429
1100262,2021-02-08,5,RO,4.71428571428571
1100262,2021-02-11,9,RO,5.85714285714286
1100262,2021-02-12,4,RO,4.85714285714286
1100288,2021-01-22,1,RO,
1100288,2021-01-27,1,RO,
1100296,2021-01-21,16,RO,
1100296,2021-01-22,11,RO,
1100296,2021-01-23,7,RO,
1100296,2021-01-25,6,RO,
1100296,2021-01-26,10,RO,
1100296,2021-01-27,9,RO,
1100296,2021-01-29,12,RO,10.1428571428571
1100296,2021-02-02,10,RO,9.28571428571429
1100296,2021-02-05,1,RO,7.85714285714286
1100296,2021-02-08,2,RO,7.14285714285714
1100296,2021-02-09,2,RO,6.57142857142857
1100296,2021-02-10,4,RO,5.71428571428571
1100296,2021-02-11,10,RO,5.85714285714286
1100296,2021-02-12,1,RO,4.28571428571429
1100304,2021-01-20,49,RO,
1100304,2021-01-21,160,RO,
1100304,2021-01-22,136,RO,
1100304,2021-01-25,100,RO,
1100304,2021-01-26,141,RO,
1100304,2021-01-27,282,RO,
1100304,2021-01-28,35,RO,129
1100304,2021-01-29,158,RO,144.571428571429
1100304,2021-01-30,24,RO,125.142857142857
1100304,2021-01-31,21,RO,108.714285714286
1100304,2021-02-01,82,RO,106.142857142857
1100304,2021-02-02,102,RO,100.571428571429
1100304,2021-02-03,54,RO,68
1100304,2021-02-04,86,RO,75.2857142857143
1100304,2021-02-05,76,RO,63.5714285714286
1100304,2021-02-08,80,RO,71.5714285714286
1100304,2021-02-09,78,RO,79.7142857142857
1100304,2021-02-10,4,RO,68.5714285714286
1100304,2021-02-11,10,RO,55.4285714285714
1100338,2021-01-19,49,RO,
1100338,2021-01-20,72,RO,
1100338,2021-01-22,11,RO,
1100338,2021-01-24,9,RO,
1100338,2021-01-25,3,RO,
1100338,2021-01-26,1,RO,
1100338,2021-01-27,2,RO,21
1100338,2021-01-28,4,RO,14.5714285714286
1100338,2021-01-30,1,RO,4.42857142857143
1100338,2021-02-01,10,RO,4.28571428571429
1100338,2021-02-02,3,RO,3.42857142857143
1100338,2021-02-03,12,RO,4.71428571428571
1100338,2021-02-04,17,RO,7
1100338,2021-02-05,2,RO,7
1100338,2021-02-08,2,RO,6.71428571428571
1100338,2021-02-09,13,RO,8.42857142857143
1100338,2021-02-10,42,RO,13
1100338,2021-02-11,37,RO,17.8571428571429
1100346,2021-02-05,1,RO,
1100346,2021-02-11,1,RO,
1100346,2021-02-12,6,RO,
1100379,2021-01-21,47,RO,
1100379,2021-01-22,2,RO,
1100379,2021-02-05,60,RO,
1100379,2021-02-09,1,RO,
1100379,2021-02-12,1,RO,
1100403,2021-01-21,25,RO,
1100403,2021-01-22,7,RO,
1100403,2021-01-23,8,RO,
1100403,2021-01-24,7,RO,
1100403,2021-01-25,3,RO,
1100403,2021-01-26,7,RO,
1100403,2021-01-27,12,RO,9.85714285714286
1100403,2021-01-28,14,RO,8.28571428571429
1100403,2021-01-29,17,RO,9.71428571428571
1100403,2021-01-31,1,RO,8.71428571428571
1100403,2021-02-01,21,RO,10.7142857142857
1100403,2021-02-02,3,RO,10.7142857142857
1100403,2021-02-03,3,RO,10.1428571428571
1100403,2021-02-04,4,RO,9
1100403,2021-02-05,19,RO,9.71428571428571
1100403,2021-02-08,13,RO,9.14285714285714
1100403,2021-02-09,30,RO,13.2857142857143
1100403,2021-02-10,14,RO,12.2857142857143
1100403,2021-02-11,23,RO,15.1428571428571
1100452,2021-01-21,15,RO,
1100452,2021-01-22,77,RO,
1100452,2021-01-23,22,RO,
1100452,2021-01-25,13,RO,
1100452,2021-01-26,57,RO,
1100452,2021-01-27,20,RO,
1100452,2021-01-28,17,RO,31.5714285714286
1100452,2021-01-29,12,RO,31.1428571428571
1100452,2021-02-01,9,RO,21.4285714285714
1100452,2021-02-02,7,RO,19.2857142857143
1100452,2021-02-03,25,RO,21
1100452,2021-02-04,13,RO,14.7142857142857
1100452,2021-02-05,8,RO,13
1100452,2021-02-08,22,RO,13.7142857142857
1100452,2021-02-09,18,RO,14.5714285714286
1100452,2021-02-10,21,RO,16.2857142857143
1100452,2021-02-11,27,RO,19.1428571428571
1100452,2021-02-12,4,RO,16.1428571428571
1100502,2021-01-21,21,RO,
1100502,2021-01-22,3,RO,
1100502,2021-01-27,10,RO,
1100502,2021-01-28,23,RO,
1100502,2021-02-01,6,RO,
1100502,2021-02-03,4,RO,
1100502,2021-02-04,1,RO,9.71428571428571
1100502,2021-02-05,13,RO,8.57142857142857
1100502,2021-02-10,11,RO,9.71428571428571
1100502,2021-02-11,39,RO,13.8571428571429
1100601,2021-01-21,26,RO,
1100601,2021-01-22,6,RO,
1100601,2021-01-25,11,RO,
1100601,2021-01-26,10,RO,
1100601,2021-01-28,9,RO,
1100601,2021-02-04,11,RO,
1100601,2021-02-11,15,RO,12.5714285714286
1100601,2021-02-12,5,RO,9.57142857142857
1100700,2021-01-21,8,RO,
1100700,2021-01-22,2,RO,
1100700,2021-01-25,31,RO,
1100700,2021-01-26,7,RO,
1100700,2021-01-27,8,RO,
1100700,2021-01-28,4,RO,
1100700,2021-01-29,2,RO,8.85714285714286
1100700,2021-02-01,4,RO,8.28571428571429
1100700,2021-02-02,3,RO,8.42857142857143
1100700,2021-02-03,3,RO,4.42857142857143
1100700,2021-02-08,12,RO,5.14285714285714
1100809,2021-01-20,65,RO,
1100809,2021-01-21,62,RO,
1100809,2021-01-22,19,RO,
1100809,2021-01-25,10,RO,
1100809,2021-01-26,15,RO,
1100809,2021-01-29,19,RO,
1100809,2021-02-08,43,RO,33.2857142857143
1100809,2021-02-09,20,RO,26.8571428571429
1100809,2021-02-10,15,RO,20.1428571428571
1100809,2021-02-11,8,RO,18.5714285714286
1100908,2021-01-21,15,RO,
1100908,2021-01-22,7,RO,
1100908,2021-01-25,2,RO,
1100908,2021-01-27,1,RO,
1100908,2021-01-28,15,RO,
1100908,2021-01-29,1,RO,
1100908,2021-02-01,10,RO,7.28571428571429
1100908,2021-02-02,2,RO,5.42857142857143
1100908,2021-02-03,2,RO,4.71428571428571
1100908,2021-02-04,1,RO,4.57142857142857
1100908,2021-02-05,1,RO,4.57142857142857
1100908,2021-02-08,1,RO,2.57142857142857
1100924,2021-01-22,14,RO,
1100924,2021-01-25,7,RO,
1100924,2021-01-26,14,RO,
1100924,2021-01-27,7,RO,
1100924,2021-02-01,3,RO,
1100924,2021-02-03,11,RO,
1100924,2021-02-05,41,RO,13.8571428571429
1100924,2021-02-08,11,RO,13.4285714285714
1100924,2021-02-09,7,RO,13.4285714285714
1100924,2021-02-10,6,RO,12.2857142857143
1100940,2021-01-21,22,RO,
1100940,2021-01-22,6,RO,
1100940,2021-01-25,10,RO,
1100940,2021-01-27,3,RO,
1100940,2021-01-28,4,RO,
1100940,2021-01-29,2,RO,
1100940,2021-02-01,17,RO,9.14285714285714
1100940,2021-02-02,1,RO,6.14285714285714
1100940,2021-02-03,3,RO,5.71428571428571
1100940,2021-02-04,19,RO,7
1100940,2021-02-05,2,RO,6.85714285714286
1100940,2021-02-08,3,RO,6.71428571428571
1100940,2021-02-09,3,RO,6.85714285714286
1100940,2021-02-10,4,RO,5
1101005,2021-01-20,10,RO,
1101005,2021-01-21,11,RO,
1101005,2021-01-22,5,RO,
1101005,2021-01-24,1,RO,
1101005,2021-01-25,5,RO,
1101005,2021-01-26,4,RO,
1101005,2021-01-27,3,RO,5.57142857142857
1101005,2021-01-28,14,RO,6.14285714285714
1101005,2021-01-29,3,RO,5
1101005,2021-01-30,16,RO,6.57142857142857
1101005,2021-02-01,25,RO,10
1101005,2021-02-02,22,RO,12.4285714285714
1101005,2021-02-03,15,RO,14
1101005,2021-02-04,22,RO,16.7142857142857
1101005,2021-02-05,11,RO,16.2857142857143
1101005,2021-02-06,12,RO,17.5714285714286
1101005,2021-02-08,2,RO,15.5714285714286
1101005,2021-02-09,1,RO,12.1428571428571
1101005,2021-02-11,7,RO,10
1101104,2021-01-19,5,RO,
1101104,2021-01-20,30,RO,
1101104,2021-01-21,31,RO,
1101104,2021-01-22,7,RO,
1101104,2021-01-25,12,RO,
1101104,2021-01-26,21,RO,
1101104,2021-01-27,8,RO,16.2857142857143
1101104,2021-01-28,1,RO,15.7142857142857
1101104,2021-02-02,21,RO,14.4285714285714
1101104,2021-02-03,17,RO,12.4285714285714
1101104,2021-02-04,31,RO,15.8571428571429
1101104,2021-02-05,23,RO,17.4285714285714
1101104,2021-02-08,12,RO,16.1428571428571
1101104,2021-02-09,5,RO,15.7142857142857
1101104,2021-02-10,29,RO,19.7142857142857
1101104,2021-02-11,7,RO,17.7142857142857
1101203,2021-01-20,33,RO,
1101203,2021-01-21,4,RO,
1101203,2021-01-25,5,RO,
1101203,2021-01-26,1,RO,
1101203,2021-01-27,3,RO,
1101203,2021-01-28,2,RO,
1101203,2021-01-29,22,RO,10
1101203,2021-02-02,1,RO,5.42857142857143
1101203,2021-02-03,1,RO,5
1101203,2021-02-05,18,RO,6.85714285714286
1101203,2021-02-08,1,RO,6.85714285714286
1101302,2021-01-21,6,RO,
1101302,2021-01-22,52,RO,
1101302,2021-01-23,20,RO,
1101302,2021-01-25,4,RO,
1101302,2021-01-26,31,RO,
1101302,2021-02-01,5,RO,
1101302,2021-02-02,5,RO,17.5714285714286
1101302,2021-02-03,10,RO,18.1428571428571
1101302,2021-02-04,6,RO,11.5714285714286
1101302,2021-02-08,9,RO,10
1101302,2021-02-10,2,RO,9.71428571428571
1101401,2021-01-21,6,RO,
1101401,2021-01-25,15,RO,
1101401,2021-01-26,18,RO,
1101401,2021-01-27,5,RO,
1101401,2021-01-29,8,RO,
1101401,2021-02-01,22,RO,
1101401,2021-02-02,10,RO,12
1101435,2021-01-21,11,RO,
1101435,2021-01-22,19,RO,
1101435,2021-01-23,8,RO,
1101435,2021-02-01,18,RO,
1101435,2021-02-04,8,RO,
1101435,2021-02-05,9,RO,
1101450,2021-01-21,5,RO,
1101450,2021-01-22,8,RO,
1101450,2021-01-23,7,RO,
1101450,2021-01-25,8,RO,
1101450,2021-01-26,3,RO,
1101450,2021-01-27,5,RO,
1101450,2021-01-28,3,RO,5.57142857142857
1101450,2021-01-29,1,RO,5
1101468,2021-01-25,33,RO,
1101468,2021-01-26,6,RO,
1101468,2021-01-28,1,RO,
1101468,2021-02-02,23,RO,
1101468,2021-02-04,11,RO,
1101476,2021-01-20,7,RO,
1101476,2021-01-21,9,RO,
1101476,2021-01-22,4,RO,
1101476,2021-01-25,2,RO,
1101476,2021-02-01,16,RO,
1101476,2021-02-02,1,RO,
1101476,2021-02-03,9,RO,6.85714285714286
1101484,2021-01-20,3,RO,
1101484,2021-01-21,8,RO,
1101484,2021-01-22,6,RO,
1101484,2021-01-25,2,RO,
1101484,2021-01-26,4,RO,
1101484,2021-01-27,13,RO,
1101484,2021-01-28,4,RO,5.71428571428571
1101484,2021-01-29,5,RO,6
1101484,2021-02-01,3,RO,5.28571428571429
1101484,2021-02-02,3,RO,4.85714285714286
1101484,2021-02-04,12,RO,6.28571428571429
1101484,2021-02-05,11,RO,7.28571428571429
1101492,2021-01-21,18,RO,
1101492,2021-01-22,4,RO,
1101492,2021-01-23,1,RO,
1101492,2021-01-26,1,RO,
1101492,2021-01-27,9,RO,
1101492,2021-01-28,10,RO,
1101492,2021-01-29,4,RO,6.71428571428571
1101492,2021-02-01,12,RO,5.85714285714286
1101492,2021-02-02,11,RO,6.85714285714286
1101492,2021-02-03,46,RO,13.2857142857143
1101492,2021-02-04,15,RO,15.2857142857143
1101492,2021-02-05,11,RO,15.5714285714286
1101492,2021-02-08,14,RO,16.1428571428571
1101492,2021-02-09,1,RO,15.7142857142857
1101492,2021-02-10,6,RO,14.8571428571429
1101492,2021-02-11,12,RO,15
1101492,2021-02-12,1,RO,8.57142857142857
1101609,2021-01-20,27,RO,
1101609,2021-01-21,8,RO,
1101609,2021-01-22,4,RO,
1101609,2021-01-25,2,RO,
1101609,2021-01-27,2,RO,
1101609,2021-01-28,45,RO,
1101609,2021-01-29,4,RO,13.1428571428571
1101609,2021-02-01,10,RO,10.7142857142857
1101609,2021-02-10,32,RO,14.1428571428571
1101609,2021-02-11,59,RO,22
1101708,2021-01-20,37,RO,
1101708,2021-01-21,18,RO,
1101708,2021-01-22,13,RO,
1101708,2021-01-27,22,RO,
1101708,2021-01-28,9,RO,
1101708,2021-02-02,10,RO,
1101708,2021-02-03,13,RO,17.4285714285714
1101708,2021-02-04,1,RO,12.2857142857143
1101708,2021-02-05,3,RO,10.1428571428571
1101708,2021-02-08,2,RO,8.57142857142857
1101708,2021-02-11,32,RO,10
1101757,2021-01-21,20,RO,
1101757,2021-01-29,20,RO,
1101757,2021-02-11,1,RO,
1101807,2021-01-21,28,RO,
1101807,2021-01-22,2,RO,
1101807,2021-01-25,3,RO,
1101807,2021-01-26,1,RO,
1101807,2021-01-27,3,RO,
1101807,2021-02-02,4,RO,
1101807,2021-02-04,6,RO,6.71428571428571
1101807,2021-02-05,11,RO,4.28571428571429
1101807,2021-02-08,22,RO,7.14285714285714
1200013,2021-01-20,2,AC,
1200013,2021-01-21,26,AC,
1200013,2021-01-23,7,AC,
1200013,2021-01-25,4,AC,
1200013,2021-01-26,5,AC,
1200013,2021-01-27,4,AC,
1200013,2021-01-28,4,AC,7.42857142857143
1200013,2021-01-29,9,AC,8.42857142857143
1200013,2021-02-01,2,AC,5
1200013,2021-02-02,20,AC,6.85714285714286
1200013,2021-02-03,1,AC,6.42857142857143
1200013,2021-02-04,2,AC,6
1200013,2021-02-05,23,AC,8.71428571428571
1200013,2021-02-10,8,AC,9.28571428571429
1200054,2021-01-19,1,AC,
1200054,2021-01-20,46,AC,
1200054,2021-01-21,1,AC,
1200054,2021-01-22,35,AC,
1200054,2021-01-23,38,AC,
1200054,2021-01-24,4,AC,
1200054,2021-01-25,45,AC,24.2857142857143
1200054,2021-01-26,54,AC,31.8571428571429
1200054,2021-01-27,72,AC,35.5714285714286
1200054,2021-01-28,43,AC,41.5714285714286
1200054,2021-01-29,36,AC,41.7142857142857
1200054,2021-01-30,27,AC,40.1428571428572
1200054,2021-01-31,9,AC,40.8571428571429
1200054,2021-02-01,37,AC,39.7142857142857
1200104,2021-01-19,1,AC,
1200104,2021-01-20,8,AC,
1200104,2021-01-21,51,AC,
1200104,2021-01-22,15,AC,
1200104,2021-01-27,15,AC,
1200104,2021-01-28,8,AC,
1200104,2021-01-29,5,AC,14.7142857142857
1200104,2021-02-01,6,AC,15.4285714285714
1200104,2021-02-02,20,AC,17.1428571428571
1200104,2021-02-04,87,AC,22.2857142857143
1200104,2021-02-05,20,AC,23
1200138,2021-01-21,6,AC,
1200138,2021-01-22,1,AC,
1200138,2021-01-25,1,AC,
1200138,2021-01-26,5,AC,
1200138,2021-01-27,4,AC,
1200138,2021-01-28,5,AC,
1200138,2021-01-29,12,AC,4.85714285714286
1200138,2021-02-01,13,AC,5.85714285714286
1200138,2021-02-08,20,AC,8.57142857142857
1200138,2021-02-11,8,AC,9.57142857142857
1200179,2021-01-20,18,AC,
1200179,2021-01-21,1,AC,
1200179,2021-01-26,2,AC,
1200179,2021-01-27,8,AC,
1200179,2021-01-29,1,AC,
1200179,2021-02-01,1,AC,
1200179,2021-02-02,19,AC,7.14285714285714
1200203,2021-01-20,214,AC,
1200203,2021-01-21,247,AC,
1200203,2021-01-22,87,AC,
1200203,2021-01-23,13,AC,
1200203,2021-01-25,25,AC,
1200203,2021-01-26,104,AC,
1200203,2021-01-27,140,AC,118.571428571429
1200203,2021-01-28,181,AC,113.857142857143
1200203,2021-01-29,145,AC,99.2857142857143
1200203,2021-01-30,426,AC,147.714285714286
1200203,2021-01-31,1,AC,146
1200203,2021-02-01,222,AC,174.142857142857
1200203,2021-02-02,114,AC,175.571428571429
1200203,2021-02-03,81,AC,167.142857142857
1200203,2021-02-04,44,AC,147.571428571429
1200203,2021-02-05,31,AC,131.285714285714
1200203,2021-02-06,8,AC,71.5714285714286
1200203,2021-02-08,26,AC,75.1428571428571
1200203,2021-02-09,46,AC,50
1200203,2021-02-10,1,AC,33.8571428571429
1200203,2021-02-11,13,AC,24.1428571428571
1200252,2021-01-20,13,AC,
1200252,2021-01-22,15,AC,
1200252,2021-01-26,2,AC,
1200252,2021-01-28,11,AC,
1200252,2021-02-02,10,AC,
1200252,2021-02-03,2,AC,
1200252,2021-02-04,18,AC,10.1428571428571
1200252,2021-02-06,10,AC,9.71428571428571
1200252,2021-02-08,10,AC,9
1200252,2021-02-09,12,AC,10.4285714285714
1200252,2021-02-10,4,AC,9.42857142857143
1200252,2021-02-11,1,AC,8.14285714285714
1200302,2021-01-20,1,AC,
1200302,2021-01-21,2,AC,
1200302,2021-01-24,14,AC,
1200302,2021-01-25,126,AC,
1200302,2021-01-26,62,AC,
1200302,2021-01-27,39,AC,
1200302,2021-01-28,108,AC,50.2857142857143
1200302,2021-01-29,63,AC,59.1428571428572
1200302,2021-01-30,3,AC,59.2857142857143
